,Unnamed: 0,index,image_name,color,pixel_count,number_of_colors,first_color,percent_1,second_color,percent_2,third_color,percent_3,fourth_color,percent_4,fifth_color,percent_5
90,90,157,92,"[((255, 255, 255), 28056023), ((254, 127, 28), 493659), ((228, 32, 0), 358105), ((140, 160, 166), 280165), ((94, 0, 0), 258406), ((51, 51, 51), 85057), ((0, 198, 182), 22096), ((235, 113, 102), 8794), ((255, 190, 165), 8171), ((181, 126, 48), 755), ((97, 134, 79), 407), ((143, 85, 86), 250)]",29571888,12.0,"(255, 255, 255)",94.87396611268107,"(254, 127, 28)",0.0166935232542474,"(228, 32, 0)",0.0121096427796561,"(140, 160, 166)",0.0094740315532102,"(94, 0, 0)",0.0087382313905693
91,91,148,93,"[((255, 255, 255), 216956)]",216956,1.0,"(255, 255, 255)",100.0,0,0.0,0,0.0,0,0.0,0,0.0
92,92,126,94,"[((255, 255, 255), 4061107), ((255, 164, 166), 2229392), ((0, 0, 0), 152618), ((85, 85, 85), 85558), ((255, 0, 0), 21726), ((153, 210, 255), 7490), ((184, 113, 51), 5839), ((51, 51, 153), 2928), ((255, 214, 163), 2022), ((51, 113, 184), 1950), ((153, 51, 51), 1052), ((27, 27, 76), 33), ((113, 113, 51), 8), ((79, 153, 153), 5)]",6571728,14.0,"(255, 255, 255)",61.79663857055557,"(255, 164, 166)",0.3392398468104584,"(0, 0, 0)",0.023223420080685,"(85, 85, 85)",0.0130191024339412,"(255, 0, 0)",0.0033059797970944
93,93,113,95,"[((255, 255, 255), 191931), ((209, 179, 232), 109381), ((225, 225, 156), 29713), ((237, 158, 159), 11143), ((127, 127, 127), 6615), ((153, 85, 204), 3789), ((0, 0, 0), 1665), ((227, 119, 194), 1386), ((188, 189, 34), 585), ((23, 190, 207), 462), ((214, 39, 40), 387), ((255, 127, 14), 234), ((44, 160, 44), 162), ((31, 119, 180), 135)]",357588,14.0,"(255, 255, 255)",53.6737809993624,"(209, 179, 232)",0.3058855442576372,"(225, 225, 156)",0.0830928330928331,"(237, 158, 159)",0.0311615602313276,"(127, 127, 127)",0.0184989429175475
94,94,128,96,"[((255, 255, 255), 230041), ((137, 140, 162), 85653), ((234, 223, 139), 13276), ((254, 47, 78), 5059), ((67, 67, 67), 5008), ((201, 85, 89), 1454), ((255, 210, 0), 1185), ((25, 92, 161), 826), ((111, 100, 0), 803), ((91, 156, 30), 492), ((66, 0, 0), 326), ((255, 137, 49), 139), ((255, 177, 187), 131), ((130, 146, 104), 61), ((0, 20, 55), 22), ((123, 70, 121), 19), ((0, 175, 233), 18), ((26, 52, 0), 7)]",344520,18.0,"(255, 255, 255)",66.7714501335191,"(137, 140, 162)",0.2486154649947753,"(234, 223, 139)",0.0385347730175316,"(254, 47, 78)",0.0146841983048879,"(67, 67, 67)",0.0145361662603041
95,95,142,97,"[((246, 246, 246), 4862185), ((45, 45, 46), 201936), ((222, 73, 17), 84934), ((82, 145, 204), 40099), ((247, 168, 3), 37414), ((150, 150, 149), 35281), ((229, 155, 96), 3943)]",5265792,7.0,"(246, 246, 246)",92.33530302754076,"(45, 45, 46)",0.0383486472690148,"(222, 73, 17)",0.0161293875641119,"(82, 145, 204)",0.0076149988453778,"(247, 168, 3)",0.0071051040375312
96,96,41,98,"[((255, 255, 255), 3790664), ((144, 144, 144), 18936), ((0, 0, 0), 14988), ((255, 255, 186), 9776), ((129, 30, 159), 8750), ((255, 172, 0), 5650), ((45, 69, 141), 5538), ((255, 202, 255), 4332), ((200, 8, 68), 3457), ((72, 234, 255), 2882), ((255, 195, 167), 2583), ((255, 59, 0), 2514), ((44, 156, 118), 2234), ((63, 0, 0), 1465), ((99, 78, 49), 1242), ((185, 91, 117), 1200), ((255, 142, 79), 1097), ((244, 225, 94), 1097), ((83, 152, 207), 1041), ((152, 221, 132), 731), ((66, 139, 252), 140), ((127, 245, 73), 105), ((95, 119, 33), 100), ((255, 109, 197), 95), ((43, 63, 212), 55), ((201, 135, 255), 38), ((165, 120, 35), 36), ((61, 72, 92), 36), ((0, 44, 8), 28), ((22, 0, 48), 28), ((44, 254, 207), 19), ((136, 40, 15), 19), ((234, 46, 221), 15), ((150, 29, 248), 3), ((7, 155, 33), 2), ((116, 40, 105), 2), ((2, 2, 102), 1)]",3880899,37.0,"(255, 255, 255)",97.67489439946776,"(144, 144, 144)",0.0048792818365023,"(0, 0, 0)",0.0038619917704634,"(255, 255, 186)",0.0025190039730485,"(129, 30, 159)",0.0022546322385612
97,97,33,99,"[((250, 250, 250), 1053724), ((116, 107, 108), 56501), ((0, 230, 0), 10911), ((255, 46, 147), 10235), ((19, 199, 154), 9943), ((255, 53, 29), 9847), ((0, 150, 255), 8756), ((251, 175, 175), 2809), ((111, 231, 108), 924), ((143, 68, 169), 768), ((233, 78, 94), 686), ((161, 209, 255), 501), ((190, 246, 183), 500), ((242, 146, 86), 158), ((255, 139, 197), 109), ((246, 210, 88), 17), ((14, 180, 196), 8), ((203, 169, 245), 2), ((155, 64, 108), 1)]",1166400,19.0,"(250, 250, 250)",90.33984910836764,"(116, 107, 108)",0.048440500685871,"(0, 230, 0)",0.0093544238683127,"(255, 46, 147)",0.0087748628257887,"(19, 199, 154)",0.0085245198902606
98,98,50,100,"[((104, 104, 104), 3293401), ((240, 200, 56), 574616), ((135, 112, 40), 177405), ((255, 255, 255), 126805), ((195, 183, 147), 1622)]",4173849,5.0,"(104, 104, 104)",78.90560966628165,"(240, 200, 56)",0.1376705290488467,"(135, 112, 40)",0.0425039334197284,"(255, 255, 255)",0.0303808307392049,"(195, 183, 147)",0.0003886101294033
99,99,45,101,"[((255, 243, 218), 317920), ((147, 196, 125), 12791), ((255, 217, 102), 11228), ((194, 123, 160), 10354), ((117, 117, 117), 6757), ((164, 194, 244), 5300), ((42, 40, 36), 925)]",365275,7.0,"(255, 243, 218)",87.03579494901102,"(147, 196, 125)",0.0350174526042023,"(255, 217, 102)",0.0307384847033057,"(194, 123, 160)",0.0283457668879611,"(117, 117, 117)",0.0184983916227499
100,100,53,102,"[((255, 255, 255), 498625), ((68, 114, 196), 26244), ((255, 0, 0), 19470), ((89, 89, 89), 4823), ((176, 43, 43), 132), ((0, 0, 0), 53)]",549347,6.0,"(255, 255, 255)",90.766855921667,"(68, 114, 196)",0.0477730833152816,"(255, 0, 0)",0.0354420794142864,"(89, 89, 89)",0.0087795145873191,"(176, 43, 43)",0.0002402852841646
101,101,58,103,"[((247, 247, 247), 3029915), ((102, 102, 102), 41212), ((0, 0, 0), 22152), ((198, 157, 208), 6999), ((0, 0, 255), 5671), ((255, 0, 0), 4261), ((204, 0, 51), 2088), ((128, 128, 250), 786), ((250, 128, 128), 703), ((101, 50, 201), 172), ((136, 0, 118), 31), ((89, 0, 0), 10)]",3114000,12.0,"(247, 247, 247)",97.29977520873476,"(102, 102, 102)",0.0132344251766217,"(0, 0, 0)",0.0071136801541425,"(198, 157, 208)",0.0022475915221579,"(0, 0, 255)",0.0018211303789338
102,102,66,104,"[((255, 255, 255), 301887), ((157, 157, 157), 16757), ((128, 165, 103), 4576), ((76, 76, 76), 1439), ((134, 60, 74), 1425), ((255, 246, 172), 1215), ((132, 99, 52), 125), ((232, 153, 167), 62), ((224, 213, 73), 38), ((177, 199, 255), 10), ((141, 117, 182), 3), ((110, 180, 55), 1)]",327538,12.0,"(255, 255, 255)",92.16854227601073,"(157, 157, 157)",0.0511604760363683,"(128, 165, 103)",0.0139708980332053,"(76, 76, 76)",0.0043933833631517,"(134, 60, 74)",0.0043506402310571
103,103,73,105,"[((255, 255, 255), 482701), ((255, 176, 0), 25188), ((0, 71, 106), 14104), ((255, 76, 122), 11670), ((161, 161, 161), 8623), ((0, 0, 0), 5202), ((254, 211, 114), 4453), ((142, 81, 164), 3740), ((116, 76, 25), 1912), ((255, 163, 182), 855), ((253, 243, 0), 727), ((134, 129, 0), 240), ((255, 107, 60), 96), ((82, 74, 67), 75), ((167, 201, 46), 21), ((47, 67, 0), 4), ((201, 194, 249), 3)]",559614,17.0,"(255, 255, 255)",86.25606221431201,"(255, 176, 0)",0.045009595900031,"(0, 71, 106)",0.0252030864131347,"(255, 76, 122)",0.0208536598441068,"(161, 161, 161)",0.0154088353758126
104,104,64,106,"[((255, 255, 255), 1368839), ((234, 135, 131), 120424), ((118, 183, 178), 116346), ((51, 51, 51), 22565), ((78, 121, 167), 4558), ((129, 0, 17), 2822), ((188, 162, 176), 48), ((133, 82, 65), 1)]",1635603,8.0,"(255, 255, 255)",83.69017420486512,"(234, 135, 131)",0.07362666857422,"(118, 183, 178)",0.0711333985080731,"(51, 51, 51)",0.0137961351256998,"(78, 121, 167)",0.0027867398140013
105,105,59,107,"[((81, 72, 72), 756723), ((126, 255, 201), 39719), ((232, 222, 222), 10945), ((103, 163, 136), 2613)]",810000,4.0,"(81, 72, 72)",93.4225925925926,"(126, 255, 201)",0.0490358024691358,"(232, 222, 222)",0.0135123456790123,"(103, 163, 136)",0.0032259259259259,0,0.0
106,106,75,108,"[((99, 99, 99), 280807), ((202, 203, 200), 113532), ((6, 6, 6), 26687), ((175, 154, 91), 25841), ((227, 118, 63), 24418), ((0, 183, 164), 8033), ((115, 61, 38), 6090), ((113, 140, 188), 4730), ((201, 117, 123), 2666), ((100, 58, 120), 1640), ((189, 156, 0), 1012), ((222, 0, 62), 268), ((0, 96, 71), 254), ((140, 197, 124), 201), ((182, 62, 131), 110), ((55, 65, 3), 23), ((208, 145, 205), 11), ((38, 95, 198), 9), ((133, 0, 0), 3), ((90, 206, 241), 2), ((1, 5, 52), 2), ((73, 5, 36), 1)]",496340,22.0,"(99, 99, 99)",56.575532900834105,"(202, 203, 200)",0.2287383648305597,"(6, 6, 6)",0.0537675786759076,"(175, 154, 91)",0.0520631019059515,"(227, 118, 63)",0.0491961155659427
107,107,84,109,"[((255, 255, 221), 448181), ((116, 173, 209), 274830), ((203, 24, 29), 209708), ((0, 0, 0), 2094), ((224, 115, 105), 1792), ((163, 163, 142), 1678), ((83, 83, 83), 596), ((117, 38, 46), 1)]",938880,8.0,"(255, 255, 221)",47.735706373551466,"(116, 173, 209)",0.2927211145194274,"(203, 24, 29)",0.2233597477845944,"(0, 0, 0)",0.0022303169734151,"(224, 115, 105)",0.001908657123381
108,108,65,110,"[((0, 0, 0), 679393), ((255, 255, 255), 15318), ((93, 93, 93), 15180), ((73, 38, 0), 9571), ((236, 187, 114), 6804), ((253, 255, 120), 3864), ((255, 151, 0), 2440), ((163, 0, 0), 2367), ((166, 97, 91), 1616), ((157, 93, 0), 662), ((134, 122, 63), 256), ((255, 209, 0), 7), ((155, 176, 154), 1), ((22, 17, 63), 1)]",737480,14.0,"(0, 0, 0)",92.12358301242068,"(255, 255, 255)",0.0207707327656343,"(93, 93, 93)",0.020583609047025,"(73, 38, 0)",0.012977979063839,"(236, 187, 114)",0.0092260129088246
109,109,74,111,"[((255, 255, 255), 31990220), ((253, 227, 166), 4382725), ((183, 57, 120), 1768699), ((0, 0, 0), 792908), ((230, 93, 100), 531645), ((78, 24, 110), 472780), ((123, 123, 123), 70577), ((252, 164, 118), 43292), ((132, 101, 159), 26143), ((240, 166, 192), 10611)]",40089600,10.0,"(255, 255, 255)",79.79680515644955,"(253, 227, 166)",0.1093232409402937,"(183, 57, 120)",0.0441186492257343,"(0, 0, 0)",0.0197783963920817,"(230, 93, 100)",0.013261419420498
110,110,63,112,"[((248, 249, 250), 336026), ((179, 133, 125), 3858), ((36, 36, 36), 2276), ((245, 148, 212), 1172), ((83, 157, 206), 830), ((255, 162, 56), 582), ((71, 194, 99), 542), ((203, 212, 79), 525), ((239, 90, 94), 511), ((20, 211, 224), 378), ((107, 150, 115), 127), ((139, 104, 160), 4), ((130, 136, 45), 1)]",346832,13.0,"(248, 249, 250)",96.88437053097752,"(179, 133, 125)",0.0111235410804078,"(36, 36, 36)",0.0065622549245744,"(245, 148, 212)",0.0033791576325137,"(83, 157, 206)",0.002393089449647
111,111,60,113,"[((255, 255, 255), 1308906), ((0, 0, 0), 41737), ((163, 163, 163), 15928), ((200, 0, 0), 6655), ((0, 62, 173), 6545), ((157, 42, 255), 6155), ((226, 107, 87), 1764), ((76, 76, 76), 1207), ((255, 192, 255), 842), ((69, 96, 151), 523), ((190, 111, 255), 342), ((127, 23, 24), 75), ((255, 179, 182), 55), ((166, 203, 255), 46), ((194, 234, 171), 10), ((162, 105, 186), 9), ((107, 150, 252), 1)]",1390800,17.0,"(255, 255, 255)",94.11173425366697,"(0, 0, 0)",0.0300093471383376,"(163, 163, 163)",0.0114524014955421,"(200, 0, 0)",0.0047850158182341,"(0, 62, 173)",0.0047059246476847
112,112,51,114,"[((244, 253, 255), 747177), ((116, 95, 255), 68902), ((157, 157, 157), 6482), ((0, 0, 0), 5343), ((173, 172, 255), 3776), ((0, 227, 159), 163), ((76, 76, 76), 155), ((255, 72, 25), 109), ((255, 165, 147), 46), ((144, 255, 231), 5)]",832158,10.0,"(244, 253, 255)",89.787876821469,"(116, 95, 255)",0.0827991799634204,"(157, 157, 157)",0.0077893861502262,"(0, 0, 0)",0.0064206556927891,"(173, 172, 255)",0.0045375998308013
113,113,44,115,"[((220, 220, 220), 789813), ((169, 104, 151), 59192), ((45, 46, 45), 45993), ((231, 171, 142), 13020), ((69, 70, 130), 4708), ((148, 91, 30), 1648), ((116, 162, 215), 1428), ((220, 220, 102), 428), ((53, 77, 212), 368), ((129, 129, 129), 326), ((0, 0, 84), 244), ((80, 11, 5), 240), ((203, 66, 55), 188), ((109, 217, 218), 168)]",917764,14.0,"(220, 220, 220)",86.05839845537633,"(169, 104, 151)",0.0644958834733112,"(45, 46, 45)",0.0501141905762265,"(231, 171, 142)",0.0141866536495221,"(69, 70, 130)",0.0051298590923156
114,114,54,116,"[((255, 255, 255), 2473674), ((66, 78, 92), 1957686), ((39, 100, 167), 45396), ((0, 0, 0), 25030), ((192, 108, 82), 15807), ((155, 155, 155), 15323), ((215, 85, 25), 6990), ((255, 187, 180), 5751), ((105, 21, 0), 744), ((158, 180, 237), 137), ((17, 135, 139), 118), ((0, 24, 67), 16), ((255, 84, 109), 10), ((255, 255, 191), 4), ((255, 17, 1), 2), ((132, 226, 234), 1), ((33, 93, 213), 1), ((108, 47, 104), 1)]",4546691,18.0,"(255, 255, 255)",54.40602847213501,"(66, 78, 92)",0.4305737953161981,"(39, 100, 167)",0.0099844040424123,"(0, 0, 0)",0.0055051025020174,"(192, 108, 82)",0.0034765942968193
115,115,57,117,"[((255, 255, 255), 1043809), ((0, 0, 0), 708273), ((190, 174, 212), 34402), ((180, 155, 87), 20560), ((93, 93, 93), 19789), ((127, 201, 127), 8010), ((3, 121, 168), 74), ((76, 120, 76), 3)]",1834920,8.0,"(255, 255, 255)",56.88580428574542,"(0, 0, 0)",0.3859966647047282,"(190, 174, 212)",0.0187485012970592,"(180, 155, 87)",0.0112048481677675,"(93, 93, 93)",0.0107846663614762
116,116,110,118,"[((82, 86, 110), 497198), ((84, 77, 48), 169305), ((245, 245, 243), 144320), ((213, 222, 136), 121139), ((141, 122, 42), 15348), ((208, 219, 43), 8338), ((0, 0, 0), 1534), ((0, 128, 205), 1148), ((170, 157, 133), 439), ((110, 169, 198), 241), ((207, 159, 0), 30)]",959040,11.0,"(82, 86, 110)",51.8433016349683,"(84, 77, 48)",0.1765359109109109,"(245, 245, 243)",0.1504838171504838,"(213, 222, 136)",0.1263127711044377,"(141, 122, 42)",0.0160035035035035
117,117,103,119,"[((127, 127, 127), 2488142), ((255, 162, 127), 465115), ((153, 78, 51), 196692), ((255, 234, 154), 168119), ((222, 127, 156), 146867), ((127, 209, 179), 112335), ((154, 199, 244), 93365), ((153, 136, 72), 85887), ((128, 78, 143), 77162), ((89, 51, 62), 60671), ((0, 0, 0), 28931), ((255, 255, 255), 18110), ((36, 106, 81), 15980), ((255, 184, 72), 15582), ((169, 243, 142), 10955), ((229, 78, 73), 9374), ((64, 109, 160), 4464), ((155, 146, 255), 743), ((255, 123, 36), 643), ((91, 152, 70), 476), ((240, 67, 146), 194), ((148, 26, 66), 86), ((174, 186, 57), 68), ((129, 30, 159), 35), ((67, 60, 21), 4)]",4000000,25.0,"(127, 127, 127)",62.20354999999999,"(255, 162, 127)",0.11627875,"(153, 78, 51)",0.049173,"(255, 234, 154)",0.04202975,"(222, 127, 156)",0.03671675
118,118,77,120,"[((6, 7, 28), 951993), ((255, 255, 255), 188335), ((80, 29, 76), 43207), ((158, 26, 91), 9572), ((217, 40, 71), 6434), ((244, 134, 94), 2985), ((127, 127, 127), 1850), ((247, 194, 162), 100)]",1204476,8.0,"(6, 7, 28)",79.03793848943441,"(255, 255, 255)",0.1563626008322291,"(80, 29, 76)",0.0358720306589753,"(158, 26, 91)",0.0079470242661539,"(217, 40, 71)",0.0053417419691218
119,119,82,121,"[((0, 0, 0), 1530660), ((212, 212, 212), 246509), ((94, 94, 94), 129658), ((168, 130, 82), 64655), ((119, 5, 31), 34793), ((38, 109, 162), 15665), ((68, 168, 173), 15363), ((166, 119, 181), 12356), ((68, 131, 43), 5320), ((0, 72, 41), 4647), ((13, 34, 82), 4500), ((197, 181, 75), 3665), ((197, 90, 59), 3541), ((162, 211, 137), 806), ((91, 19, 112), 594), ((197, 108, 126), 584), ((71, 57, 9), 260), ((171, 33, 113), 24)]",2073600,18.0,"(0, 0, 0)",73.81655092592592,"(212, 212, 212)",0.1188797260802469,"(94, 94, 94)",0.0625279706790123,"(168, 130, 82)",0.0311800733024691,"(119, 5, 31)",0.0167790316358024
120,120,92,122,"[((15, 21, 43), 247049), ((255, 255, 255), 205061), ((90, 94, 104), 117794), ((87, 0, 0), 23482), ((147, 132, 0), 15193), ((255, 246, 181), 14230), ((237, 191, 0), 13725), ((96, 64, 0), 12342), ((178, 167, 142), 11476), ((0, 126, 219), 9745), ((247, 150, 67), 7282), ((255, 57, 0), 5226), ((0, 147, 190), 2873), ((231, 0, 61), 2260), ((250, 151, 134), 2136), ((0, 184, 157), 1931), ((0, 101, 51), 1617), ((35, 28, 0), 1222), ((161, 59, 0), 1019), ((16, 0, 116), 821), ((179, 80, 106), 707), ((191, 204, 255), 402), ((46, 58, 255), 335), ((65, 52, 117), 218), ((22, 88, 222), 79), ((133, 189, 114), 46), ((202, 218, 89), 13), ((75, 230, 255), 5), ((229, 156, 204), 3)]",698292,29.0,"(15, 21, 43)",35.37903914121886,"(255, 255, 255)",0.2936608181104753,"(90, 94, 104)",0.1686887433910169,"(87, 0, 0)",0.0336277660348392,"(147, 132, 0)",0.0217573737061286
121,121,85,123,"[((255, 255, 255), 463264), ((0, 0, 0), 4961), ((98, 98, 98), 2802), ((0, 120, 255), 1863), ((255, 80, 92), 1814), ((208, 149, 141), 676), ((166, 209, 255), 524), ((64, 146, 228), 185), ((208, 86, 123), 14), ((232, 253, 188), 8), ((172, 107, 175), 1)]",476112,11.0,"(255, 255, 255)",97.30147528312666,"(0, 0, 0)",0.0104198171858722,"(98, 98, 98)",0.0058851698759955,"(0, 120, 255)",0.0039129448533118,"(255, 80, 92)",0.0038100278925967
122,122,111,124,"[((199, 199, 199), 292692), ((86, 52, 34), 61412), ((6, 6, 6), 38510), ((228, 115, 68), 29307), ((112, 115, 117), 28119), ((217, 200, 134), 21247), ((0, 183, 163), 15778), ((203, 183, 0), 10318), ((206, 151, 209), 6353), ((0, 105, 162), 3596), ((197, 132, 125), 2241), ((0, 52, 0), 1277), ((146, 101, 0), 948), ((0, 113, 9), 712), ((157, 53, 139), 707), ((125, 27, 0), 522), ((235, 93, 139), 469), ((40, 6, 50), 318), ((87, 129, 83), 142), ((37, 64, 161), 51), ((139, 202, 109), 49), ((99, 199, 232), 49), ((245, 145, 0), 12), ((214, 6, 41), 7), ((129, 32, 65), 4)]",514840,25.0,"(199, 199, 199)",56.85106052365784,"(86, 52, 34)",0.1192836609432056,"(6, 6, 6)",0.0747999378447673,"(228, 115, 68)",0.0569244813922772,"(112, 115, 117)",0.0546169683785253
123,123,102,125,"[((255, 165, 127), 454340), ((255, 0, 0), 200643), ((138, 113, 77), 171249), ((0, 0, 0), 95397), ((255, 255, 255), 80703), ((86, 0, 0), 64051), ((158, 0, 0), 26395), ((254, 255, 190), 18984), ((150, 255, 164), 15576), ((255, 0, 80), 15239), ((0, 40, 0), 12603), ((0, 196, 255), 10565), ((84, 167, 112), 9414), ((173, 255, 224), 2740), ((0, 80, 107), 2586), ((255, 116, 148), 1638), ((0, 153, 160), 58), ((130, 96, 130), 36), ((255, 188, 212), 12), ((70, 98, 0), 10), ((0, 148, 35), 1)]",1182240,21.0,"(255, 165, 127)",38.43043713628367,"(255, 0, 0)",0.1697142712139667,"(138, 113, 77)",0.144851299228583,"(0, 0, 0)",0.0806917377182298,"(255, 255, 255)",0.0682627892813641
124,124,93,126,"[((20, 12, 44), 668664), ((255, 255, 255), 42056), ((255, 239, 5), 21464), ((232, 57, 73), 21027), ((81, 74, 56), 14689), ((0, 154, 220), 14281), ((159, 147, 65), 8872), ((147, 149, 152), 4599), ((134, 38, 62), 3480), ((245, 149, 156), 537), ((28, 80, 121), 49), ((247, 176, 58), 10), ((134, 195, 151), 4), ((249, 244, 173), 3), ((201, 114, 66), 2)]",799737,15.0,"(20, 12, 44)",83.61048694758402,"(255, 255, 255)",0.0525872880709533,"(255, 239, 5)",0.0268388232631477,"(232, 57, 73)",0.026292393624404,"(81, 74, 56)",0.0183672882460108
125,125,100,127,"[((246, 249, 251), 567955), ((37, 169, 203), 47325), ((39, 50, 68), 5069), ((130, 135, 141), 628)]",620977,4.0,"(246, 249, 251)",91.46151950877407,"(37, 169, 203)",0.0762105520816391,"(39, 50, 68)",0.0081629432330021,"(130, 135, 141)",0.0010113095976179,0,0.0
126,126,52,128,"[((255, 255, 255), 478046), ((0, 155, 62), 96162), ((72, 100, 114), 66215), ((181, 138, 196), 30537), ((170, 212, 171), 11281), ((139, 0, 148), 9879), ((0, 84, 22), 1841), ((6, 6, 6), 872), ((90, 42, 88), 477)]",695310,9.0,"(255, 255, 255)",68.75293034761474,"(0, 155, 62)",0.1383009017560512,"(72, 100, 114)",0.0952309042010038,"(181, 138, 196)",0.0439185399318289,"(170, 212, 171)",0.0162244178855474
127,127,43,129,"[((0, 0, 0), 811627), ((28, 25, 150), 153600), ((54, 117, 205), 82379), ((255, 233, 0), 41825), ((12, 12, 61), 31755), ((255, 255, 255), 27857), ((98, 99, 24), 15882), ((82, 82, 82), 7314), ((161, 193, 242), 7083), ((53, 97, 255), 26), ((156, 167, 158), 7), ((177, 161, 0), 4), ((44, 19, 218), 1)]",1179360,13.0,"(0, 0, 0)",68.81927486094153,"(28, 25, 150)",0.1302401302401302,"(54, 117, 205)",0.0698505969339302,"(255, 233, 0)",0.0354641500474833,"(12, 12, 61)",0.0269256206756206
128,128,112,130,"[((228, 208, 10), 1206122), ((235, 235, 235), 337495), ((0, 0, 0), 26936), ((77, 77, 77), 16667), ((101, 181, 253), 5992), ((218, 143, 57), 4865), ((253, 254, 181), 3728), ((0, 0, 57), 3618), ((101, 0, 0), 2751), ((77, 77, 141), 936), ((170, 141, 110), 225), ((57, 57, 0), 161), ((101, 181, 181), 13), ((101, 0, 57), 9), ((181, 143, 181), 3)]",4904400,15.0,"(228, 208, 10)",24.59265149661528,"(235, 235, 235)",0.0688147377864774,"(0, 0, 0)",0.0054922110757686,"(77, 77, 77)",0.0033983769676209,"(101, 181, 253)",0.001221760052198
129,129,101,131,"[((255, 255, 255), 195858), ((68, 114, 197), 25755), ((149, 164, 191), 1595), ((229, 177, 120), 558), ((89, 89, 89), 480), ((134, 65, 100), 32), ((203, 255, 203), 2)]",224280,7.0,"(255, 255, 255)",87.3274478330658,"(68, 114, 197)",0.1148341359015516,"(149, 164, 191)",0.0071116461565899,"(229, 177, 120)",0.0024879614767255,"(89, 89, 89)",0.0021401819154628
130,130,94,132,"[((0, 0, 0), 571148), ((97, 80, 0), 105973), ((93, 97, 93), 66956), ((110, 23, 0), 31335), ((8, 23, 68), 7428), ((0, 53, 27), 3684), ((87, 32, 48), 1045), ((0, 114, 218), 841), ((255, 183, 0), 594), ((194, 197, 205), 90), ((175, 103, 0), 79), ((198, 149, 117), 18), ((207, 177, 80), 1)]",789192,13.0,"(0, 0, 0)",72.37123539012053,"(97, 80, 0)",0.1342803779055033,"(93, 97, 93)",0.0848412046751614,"(110, 23, 0)",0.0397051668035155,"(8, 23, 68)",0.0094121582580664
131,131,99,133,"[((0, 0, 0), 882373), ((255, 255, 255), 32673), ((109, 109, 109), 19294), ((240, 223, 86), 3400), ((88, 174, 215), 1838), ((210, 46, 47), 1304), ((220, 150, 72), 1071), ((84, 18, 20), 594), ((106, 74, 23), 567), ((219, 167, 169), 178), ((47, 56, 95), 165), ((189, 91, 94), 35)]",943492,12.0,"(0, 0, 0)",93.52204364212945,"(255, 255, 255)",0.0346298643761685,"(109, 109, 109)",0.0204495639602667,"(240, 223, 86)",0.0036036341590601,"(88, 174, 215)",0.0019480822306919
132,132,76,134,"[((254, 241, 229), 2204912), ((34, 38, 46), 923112), ((152, 175, 215), 511494), ((63, 117, 203), 250848), ((131, 203, 171), 60034), ((255, 137, 117), 32715), ((127, 121, 115), 8914), ((255, 187, 81), 5789), ((189, 25, 0), 1721), ((128, 31, 31), 218), ((163, 125, 66), 199), ((9, 104, 131), 44)]",4000000,12.0,"(254, 241, 229)",55.122800000000005,"(34, 38, 46)",0.230778,"(152, 175, 215)",0.1278735,"(63, 117, 203)",0.062712,"(131, 203, 171)",0.0150085
133,133,83,135,"[((247, 247, 247), 15027285), ((164, 153, 195), 2257234), ((83, 74, 151), 2228963), ((225, 118, 183), 107490), ((0, 0, 0), 52932), ((85, 85, 85), 13251)]",19687155,6.0,"(247, 247, 247)",76.33040426613191,"(164, 153, 195)",0.1146551647508235,"(83, 74, 151)",0.1132191522848273,"(225, 118, 183)",0.0054599052021483,"(0, 0, 0)",0.0026886566393163
134,134,91,136,"[((255, 255, 255), 452089), ((255, 69, 0), 200179), ((0, 0, 0), 33751), ((255, 191, 167), 10704), ((152, 152, 152), 6574), ((152, 41, 0), 6290), ((255, 214, 53), 4398), ((126, 237, 86), 2229), ((255, 128, 81), 2179), ((36, 80, 164), 2059), ((0, 151, 96), 1669), ((77, 20, 0), 988), ((174, 115, 0), 853), ((182, 244, 160), 304), ((81, 233, 244), 288), ((129, 30, 159), 271), ((168, 181, 57), 265), ((187, 134, 203), 214), ((0, 72, 46), 173), ((199, 72, 142), 149), ((139, 191, 242), 79), ((76, 31, 81), 68), ((122, 117, 54), 62), ((193, 15, 68), 32), ((177, 97, 90), 23), ((106, 92, 254), 7), ((23, 102, 139), 5), ((255, 233, 151), 1)]",725903,28.0,"(255, 255, 255)",62.27953321587045,"(255, 69, 0)",0.2757654948388421,"(0, 0, 0)",0.0464951928838977,"(255, 191, 167)",0.0147457718179977,"(152, 152, 152)",0.0090563064211058
135,135,86,137,"[((255, 255, 255), 496766), ((148, 151, 154), 196494), ((0, 0, 0), 86553), ((163, 120, 55), 56934), ((51, 90, 171), 46837), ((249, 217, 88), 34983), ((236, 104, 44), 31162), ((193, 48, 69), 16024), ((68, 152, 117), 16007), ((74, 78, 105), 9844), ((82, 19, 27), 7210), ((121, 221, 244), 6621), ((136, 60, 167), 4760), ((151, 220, 107), 2536), ((79, 67, 38), 1745), ((246, 197, 160), 1246), ((239, 143, 168), 1124), ((163, 187, 250), 847), ((64, 11, 80), 324), ((197, 239, 187), 6), ((103, 133, 47), 6), ((153, 61, 114), 3)]",1018032,22.0,"(255, 255, 255)",48.79669794269728,"(148, 151, 154)",0.1930135791409307,"(0, 0, 0)",0.0850199207883445,"(163, 120, 55)",0.0559255504738554,"(51, 90, 171)",0.0460073946594999
